**** BEGIN LOGGING AT Sat Oct 22 09:26:56 2016

[LoverGuy has address Chat@love.friendship.faith.trust.peace.bliss]
Oct 22 09:26:56 <LoverGuy>	hi rf
Dec 20 02:54:46 <LoverGuy>	since two months she's been hounding me with this
Dec 20 02:55:11 <RammsteinFan>	hmm
Dec 20 02:55:16 <LoverGuy>	i got very desperate and thought if i speak negative abt az she'll believe
Dec 20 02:55:20 <LoverGuy>	and scolded him
Dec 20 02:55:30 <LoverGuy>	and a bad word came out
Dec 20 02:55:30 <RammsteinFan>	in private or in main?
Dec 20 02:55:40 <RammsteinFan>	i see
Dec 20 02:55:41 <LoverGuy>	private... in her pm
Dec 20 02:55:53 <RammsteinFan>	ok
Dec 20 02:55:55 <LoverGuy>	and that's blown up now.... 
Dec 20 02:55:56 <RammsteinFan>	then?
Dec 20 02:55:59 <LoverGuy>	i am an abuser
Dec 20 02:56:03 <RammsteinFan>	wow
Dec 20 02:56:13 <LoverGuy>	and it was me who abused her too in another nick
Dec 20 02:56:23 <LoverGuy>	and so no talk
Dec 20 02:56:38 <RammsteinFan>	hmm sounds like she is just playing you LG
Dec 20 02:57:03 <LoverGuy>	idk what's true or not anymore
Dec 20 02:57:15 <RammsteinFan>	well looks like that doesnt it?
Dec 20 02:57:58 <LoverGuy>	two days back it was alright... she even said she'll cut internet after marriage so that i can't flirt with dew as az
Dec 20 02:58:11 <LoverGuy>	and now maybe i am on her ignore
Dec 20 02:58:31 <RammsteinFan>	hmmm i dont have any idea too buddy
Dec 20 02:58:47 <RammsteinFan>	why does she behave this way?
Dec 20 02:59:02 <RammsteinFan>	says one thing and then exact opposite the next moment?
Dec 20 02:59:03 <LoverGuy>	i have no idea at all!!
Dec 20 02:59:20 <LoverGuy>	yeah.. literally... in two hours she changes
Dec 20 02:59:55 <RammsteinFan>	well shes bipolar so this will happen
Dec 20 03:00:13 <LoverGuy>	hmmm
Dec 20 03:00:16 <RammsteinFan>	i think you should stop messaging her for one week
Dec 20 03:00:28 <LoverGuy>	i think i'm on her ignore
Dec 20 03:00:36 <LoverGuy>	and i'll stop too
Dec 20 03:00:52 <RammsteinFan>	yeah good
Dec 20 03:01:13 <RammsteinFan>	shes just seeking attention from you i think
Dec 20 03:01:19 <LoverGuy>	could be
Dec 20 03:01:49 <RammsteinFan>	yes
Dec 20 03:05:21 *	LoverGuy has quit (Ping timeout: 121 seconds)
**** ENDING LOGGING AT Tue Dec 20 03:07:56 2016

**** BEGIN LOGGING AT Mon Dec 26 03:35:18 2016

[LoverGuy has address eternally@love.friendship.faith.trust.peace.bliss]
Dec 26 03:35:18 <LoverGuy>	busy?
Dec 26 03:35:24 <RammsteinFan>	not really
Dec 26 03:35:29 <RammsteinFan>	just talking in radio a little
Dec 26 03:35:33 <RammsteinFan>	tell me
Dec 26 03:35:35 <LoverGuy>	ok :)
Dec 26 03:35:37 <LoverGuy>	nothing
Dec 26 03:35:38 <RammsteinFan>	wassup?
Dec 26 03:35:41 <RammsteinFan>	hows you?
Dec 26 03:35:46 <LoverGuy>	am ok..
Dec 26 03:35:49 <LoverGuy>	how're you?
Dec 26 03:35:53 <RammsteinFan>	up late today
Dec 26 03:35:55 <RammsteinFan>	im fine
Dec 26 03:36:01 <LoverGuy>	yeah
Dec 26 03:36:05 <LoverGuy>	couldn't sleep
Dec 26 03:36:28 <RammsteinFan>	ah 
Dec 26 03:36:32 <RammsteinFan>	why not?
Dec 26 03:36:44 <LoverGuy>	haha
Dec 26 03:36:44 <RammsteinFan>	some warm milk might help
Dec 26 03:36:50 <LoverGuy>	my usual trouble
Dec 26 03:37:01 <RammsteinFan>	:(
Dec 26 03:37:06 <LoverGuy>	:(
Dec 26 03:37:13 <RammsteinFan>	let it go now buddy
Dec 26 03:37:30 <LoverGuy>	idk
Dec 26 03:37:35 <RammsteinFan>	so office tomorrow?
Dec 26 03:37:41 <LoverGuy>	yeah
Dec 26 03:37:44 <LoverGuy>	home office
Dec 26 03:37:54 <RammsteinFan>	ah ok
Dec 26 03:37:58 <RammsteinFan>	good thing
Dec 26 03:38:06 <RammsteinFan>	dont have to travel :)
Dec 26 03:38:08 <LoverGuy>	yes
Dec 26 03:38:11 <LoverGuy>	:D
Dec 26 03:38:14 <RammsteinFan>	i had a fight with az today :)
Dec 26 03:38:25 <RammsteinFan>	not directly though
Dec 26 03:38:35 <LoverGuy>	oh
Dec 26 03:38:37 <LoverGuy>	why?
Dec 26 03:39:06 <RammsteinFan>	i was talking to fimaginary and hoppy and he yawned in between
Dec 26 03:39:17 <RammsteinFan>	does that a lot when i am joking with people
Dec 26 03:39:17 <LoverGuy>	hmmm
Dec 26 03:39:23 <RammsteinFan>	hes an asshole
Dec 26 03:39:24 <LoverGuy>	yeah
Dec 26 03:39:28 <LoverGuy>	surely
Dec 26 03:39:30 <RammsteinFan>	i ignore him completel
Dec 26 03:39:37 <RammsteinFan>	so does this to let out his anger
Dec 26 03:39:43 <LoverGuy>	mmmm 
Dec 26 03:40:00 <LoverGuy>	you reacted?
Dec 26 03:40:03 <RammsteinFan>	so i told fimaginary to be aware of fuktards lol
Dec 26 03:40:07 <RammsteinFan>	i always let it go
Dec 26 03:40:14 <LoverGuy>	lol
Dec 26 03:40:16 <RammsteinFan>	but why shoudl i always do that?
Dec 26 03:40:28 <LoverGuy>	yeah..
Dec 26 03:40:31 <LoverGuy>	once..
Dec 26 03:40:41 <RammsteinFan>	so i put him in his place
Dec 26 03:40:55 <RammsteinFan>	but he got personal and said some thing about my family
Dec 26 03:41:01 <LoverGuy>	omg
Dec 26 03:41:06 <RammsteinFan>	i let it go too
Dec 26 03:41:10 <LoverGuy>	hmm
Dec 26 03:41:19 <RammsteinFan>	next time i will make him naked in main ....
Dec 26 03:41:29 <LoverGuy>	pls do it
Dec 26 03:41:34 <LoverGuy>	someone ought to
Dec 26 03:41:36 <RammsteinFan>	acts like an asshole all the time
Dec 26 03:42:06 <LoverGuy>	once, when i was down as usual, he asked "how is your love?"
Dec 26 03:42:10 <LoverGuy>	i said, bad
Dec 26 03:42:20 <RammsteinFan>	ok
Dec 26 03:42:29 <LoverGuy>	and he laughed and said "mine is veryyy good"
Dec 26 03:42:35 <RammsteinFan>	have you noticed everyone ignores him 
Dec 26 03:42:36 <RammsteinFan>	omg
Dec 26 03:42:42 <RammsteinFan>	wtf
Dec 26 03:42:59 <LoverGuy>	is that a way to react to any person who's in trouble?
Dec 26 03:43:02 <LoverGuy>	yes
Dec 26 03:43:15 <RammsteinFan>	yes exactly
Dec 26 03:43:16 <LoverGuy>	only for dew's sake i'm tolerating him
Dec 26 03:43:25 <RammsteinFan>	hmm ok
Dec 26 03:43:51 <LoverGuy>	he's broken two relationships already
Dec 26 03:43:54 <LoverGuy>	mine and hers
Dec 26 03:44:04 <LoverGuy>	and frenchie's and dew's
Dec 26 03:44:17 <RammsteinFan>	:(
Dec 26 03:44:21 <RammsteinFan>	frenchie and dew too?
Dec 26 03:44:23 <RammsteinFan>	omg
Dec 26 03:44:26 <RammsteinFan>	what happened?
Dec 26 03:44:39 <LoverGuy>	those two were very close... 
Dec 26 03:44:43 <RammsteinFan>	yeah i know
Dec 26 03:45:01 <LoverGuy>	he argued with him and her why frenchie isn't suitable for dew 
Dec 26 03:45:13 <LoverGuy>	and has literally snatched her from him
Dec 26 03:45:25 <RammsteinFan>	omg
Dec 26 03:45:34 <RammsteinFan>	this isnt anyway to behave
Dec 26 03:45:44 <LoverGuy>	he hasn't the least manners
Dec 26 03:46:17 <LoverGuy>	when he was new here, there was a trivia question which involved tampons
Dec 26 03:46:22 <EdwardSnowden>	yeah exactly
Dec 26 03:46:27 <EdwardSnowden>	ah ok
Dec 26 03:46:44 <LoverGuy>	right on the mains he asked dew, "dew, do you use tampons?"
Dec 26 03:46:57 <EdwardSnowden>	omg
Dec 26 03:46:59 <EdwardSnowden>	wtf
Dec 26 03:47:12 <EdwardSnowden>	what did she say?
Dec 26 03:47:17 <LoverGuy>	she was furious... so was i. 
Dec 26 03:47:25 <EdwardSnowden>	shes too sweet to say anything
Dec 26 03:47:37 <LoverGuy>	she complained to me and chastised him on the mains
Dec 26 03:47:42 <EdwardSnowden>	ofcourse
Dec 26 03:47:51 <LoverGuy>	he said "ok, i'm learning to behave:
Dec 26 03:47:58 <EdwardSnowden>	hmm
Dec 26 03:48:06 <LoverGuy>	he's been kicked twice by gypsy and kat
Dec 26 03:48:12 <EdwardSnowden>	yeah ive seen
Dec 26 03:48:15 <LoverGuy>	still doesn't learn
Dec 26 03:48:19 <EdwardSnowden>	when kat kciked him
Dec 26 03:48:27 <LoverGuy>	hmm k
Dec 26 03:48:41 <EdwardSnowden>	forget it
Dec 26 03:48:46 <EdwardSnowden>	hell never cahnge
Dec 26 03:48:48 <EdwardSnowden>	change*
Dec 26 03:48:57 <EdwardSnowden>	kutte ki dum tedhi ki tedhi :)
Dec 26 03:49:03 <LoverGuy>	it's as though he has been showcasing his love for dew on the mains for our benefit
Dec 26 03:49:08 <LoverGuy>	yeah :D
Dec 26 03:49:21 <EdwardSnowden>	lol
Dec 26 03:49:36 <LoverGuy>	and we all ought to see it and get wise
Dec 26 03:49:47 <EdwardSnowden>	kat once kicked him out for the same reason
Dec 26 03:49:58 <LoverGuy>	yeah..
Dec 26 03:50:05 <LoverGuy>	and he argued with her
Dec 26 03:50:25 <LoverGuy>	he's applied for ms abroad, dew said
Dec 26 03:50:29 <LoverGuy>	hope he goes away
Dec 26 03:50:42 <EdwardSnowden>	yeah...sooner the better
Dec 26 03:50:51 <EdwardSnowden>	but he will still join from usa
Dec 26 03:51:09 <LoverGuy>	hope he doesn't land where sapphire is
Dec 26 03:51:18 <LoverGuy>	she still thinks i am him
Dec 26 03:51:36 <RammsteinFan>	lol
Dec 26 03:51:47 <RammsteinFan>	ah she still does does she?
Dec 26 03:51:56 <LoverGuy>	yeah
Dec 26 03:52:00 <RammsteinFan>	dont worry i think even the immigration guys will kcik him out
Dec 26 03:52:05 <LoverGuy>	lol
Dec 26 03:52:28 <LoverGuy>	he's back
Dec 26 03:52:41 <RammsteinFan>	yeah 
Dec 26 03:52:55 <LoverGuy>	and he's furious coz i did not say wb
Dec 26 03:53:33 <RammsteinFan>	eh?
Dec 26 03:53:38 <RammsteinFan>	he pinged you?
Dec 26 03:53:40 <RammsteinFan>	lol
Dec 26 03:53:41 <LoverGuy>	no
Dec 26 03:53:43 <LoverGuy>	:D
Dec 26 03:53:50 <LoverGuy>	i can sense it
Dec 26 03:54:09 <RammsteinFan>	lol
Dec 26 03:54:20 <RammsteinFan>	sure sure
Dec 26 03:57:45 <RammsteinFan>	i think dew stopped coming here coz of him too
Dec 26 03:58:21 <LoverGuy>	nope.. she has her holidays and spends most of the time with her parents and family for a few days
Dec 26 03:58:25 <RammsteinFan>	i see
Dec 26 03:58:33 <RammsteinFan>	didnt talk to her recently
Dec 26 03:58:45 <LoverGuy>	it's sad to see her hooked to this guy
Dec 26 03:59:09 <RammsteinFan>	yeah
Dec 26 03:59:21 <RammsteinFan>	i just hop she doensnt get hurt by him
Dec 26 03:59:45 <LoverGuy>	yeah... she doesn't see the darker side of things
Dec 26 04:00:01 <RammsteinFan>	yeah
Dec 26 04:00:09 <RammsteinFan>	ive told her to be careful online
Dec 26 04:00:19 <RammsteinFan>	she just blindly trusts people
Dec 26 04:01:11 <LoverGuy>	yes... i'd written a loong mail to her regarding that aspect.. long before az made his presence here
Dec 26 04:01:23 <RammsteinFan>	i see
Dec 26 04:02:06 <LoverGuy>	she doesn't get it.. she needs to have real world experiences to learn 
Dec 26 04:03:00 <RammsteinFan>	yeah
Dec 26 04:03:05 <RammsteinFan>	thats what i told her
Dec 26 04:03:16 <RammsteinFan>	atleast she stopped greeting everyone who comes in
Dec 26 04:03:24 <LoverGuy>	did she?
Dec 26 04:03:50 <RammsteinFan>	yes
Dec 26 04:04:05 <RammsteinFan>	now she greets only people she knows
Dec 26 04:07:40 *	LoverGuy has quit (Ping timeout: 121 seconds)
**** ENDING LOGGING AT Mon Dec 26 04:08:45 2016

**** BEGIN LOGGING AT Mon Dec 26 04:15:51 2016

[LoverGuy has address eternally@love.friendship.faith.trust.peace.bliss]
Dec 26 04:15:51 <LoverGuy>	did hoppy see what happened?
Dec 26 04:16:03 <RammsteinFan>	no 
Dec 26 04:16:09 <RammsteinFan>	he went to get coffee
Dec 26 04:16:13 <RammsteinFan>	he saw a bit
Dec 26 04:16:13 <LoverGuy>	oh
Dec 26 04:16:17 <LoverGuy>	he should have
Dec 26 04:16:17 <RammsteinFan>	but he just ignored it
Dec 26 04:16:28 <LoverGuy>	hmm
Dec 26 04:16:50 <RammsteinFan>	anyway since i was talking indirectly he couldnt say anything
Dec 26 04:16:54 <RammsteinFan>	i think
Dec 26 04:17:28 <LoverGuy>	yeah... he's tolerant to a great extent
Dec 26 04:18:02 <RammsteinFan>	yeah he is
Dec 26 05:21:48 *	LoverGuy has quit (Ping timeout: 121 seconds)
Dec 26 05:41:18 <LoverGuy>	and dew adoooooreeees heer
Dec 26 05:41:24 <LoverGuy>	i wanted to tell her
Dec 26 05:41:42 <LoverGuy>	but i didn't want to break her innocent trust in things
Dec 26 05:42:06 <RammsteinFan>	adores who?
Dec 26 05:42:27 <LoverGuy>	teresa
Dec 26 05:53:19 <LoverGuy>	she thinks i play sooooo fast as both lg and az
Dec 26 05:54:04 <RammsteinFan>	ah i see
Dec 26 05:54:20 <RammsteinFan>	you are talking two subject at once lg ll
Dec 26 05:54:22 <RammsteinFan>	lol*
Dec 26 05:54:29 <RammsteinFan>	confusing me a lot
Dec 26 05:54:30 <LoverGuy>	lol
Dec 26 05:54:34 <LoverGuy>	haha
Dec 26 05:54:35 <RammsteinFan>	lol
**** ENDING LOGGING AT Mon Dec 26 06:22:44 2016

**** BEGIN LOGGING AT Mon Dec 26 18:58:37 2016

[LoverGuy has address eternally@love.friendship.faith.trust.peace.bliss]
Dec 26 18:58:42 <RammsteinFan>	you arent talking to az?
Dec 26 18:58:50 <LoverGuy>	nah
Dec 26 18:58:59 <RammsteinFan>	ah why not?
Dec 26 18:59:21 <LoverGuy>	he's spoken a lot of crap with her
Dec 26 18:59:28 <LoverGuy>	she told me today
Dec 26 18:59:36 <RammsteinFan>	ah i see
Dec 26 18:59:47 <RammsteinFan>	get any sleep ytd?
Dec 26 18:59:54 <RammsteinFan>	or today? :)
Dec 26 18:59:55 <LoverGuy>	nope
Dec 26 18:59:57 <LoverGuy>	nope
Dec 26 18:59:58 <RammsteinFan>	awww
Dec 26 19:00:04 <RammsteinFan>	get some sleep buddy
Dec 26 19:00:04 <LoverGuy>	you slept?
Dec 26 19:00:15 <RammsteinFan>	for 2 hours
Dec 26 19:00:31 <LoverGuy>	hmm :)
Dec 26 19:00:41 <RammsteinFan>	lol
Dec 26 19:00:59 <RammsteinFan>	happens to me from timeto time
Dec 26 19:01:07 <LoverGuy>	yeah me too
Dec 26 19:01:19 <RammsteinFan>	:)
**** ENDING LOGGING AT Mon Dec 26 19:39:23 2016

**** BEGIN LOGGING AT Mon Dec 26 22:54:14 2016

[LoverGuy has address eternally@love.friendship.faith.trust.peace.bliss]
Dec 26 22:54:18 <RammsteinFan>	why just bread?
Dec 26 22:54:26 <LoverGuy>	no one at home
Dec 26 22:54:39 <RammsteinFan>	oh i see
Dec 26 22:56:05 <RammsteinFan>	how many days?
Dec 26 22:56:17 <LoverGuy>	since morn :D
Dec 26 22:56:23 <RammsteinFan>	just one day?
Dec 26 22:56:46 <LoverGuy>	yes
Dec 26 22:56:48 <LoverGuy>	:)
Dec 26 22:57:10 <RammsteinFan>	ah then its ok :)
Dec 26 22:59:12 <LoverGuy>	your dinner?
Dec 26 22:59:29 <RammsteinFan>	on the way 
Dec 26 22:59:33 <RammsteinFan>	just got a call
Dec 26 22:59:52 <LoverGuy>	ok..
Dec 26 23:07:07 <RammsteinFan>	ok dinner time...
Dec 26 23:07:08 <RammsteinFan>	laters!
Dec 26 23:07:44 <LoverGuy>	tc
Dec 26 23:07:46 <LoverGuy>	laters
Dec 26 23:07:48 <LoverGuy>	:D
Dec 26 23:07:51 <RammsteinFan>	ok 
Dec 26 23:07:52 <RammsteinFan>	damn lag
Dec 26 23:07:56 <RammsteinFan>	anyway laters
Dec 26 23:08:05 <LoverGuy>	bon apetit
**** ENDING LOGGING AT Mon Dec 26 23:08:43 2016

**** BEGIN LOGGING AT Tue Dec 27 01:34:22 2016

[LoverGuy has address eternally@love.friendship.faith.trust.peace.bliss]
Dec 27 01:34:22 <LoverGuy>	she's sap
Dec 27 01:34:33 <RammsteinFan>	i think so
Dec 27 01:34:41 <LoverGuy>	she is
Dec 27 01:34:45 <RammsteinFan>	i was just going to ask you
Dec 27 01:34:58 <LoverGuy>	hmmm
Dec 27 01:35:18 <RammsteinFan>	how did you know?
Dec 27 01:35:38 <LoverGuy>	doesn't wd me
Dec 27 01:35:40 <LoverGuy>	etc
Dec 27 01:35:43 <RammsteinFan>	ah
Dec 27 01:35:47 <RammsteinFan>	i didnt notice thata
Dec 27 01:47:09 <RammsteinFan>	its crimson
Dec 27 01:47:18 <LoverGuy>	yes
Dec 27 01:47:22 <RammsteinFan>	veridian means a shade of blue
Dec 27 01:47:25 <LoverGuy>	crimson, sapphire
Dec 27 01:47:26 <LoverGuy>	yes
Dec 27 01:47:32 <LoverGuy>	begonia
Dec 27 01:47:57 <RammsteinFan>	yes
**** ENDING LOGGING AT Tue Dec 27 02:13:34 2016

**** BEGIN LOGGING AT Tue Dec 27 02:31:56 2016

[LoverGuy has address eternally@love.friendship.faith.trust.peace.bliss]
Dec 27 02:31:56 <LoverGuy>	power cut and ups not working :(
Dec 27 02:32:01 <RammsteinFan>	ah
Dec 27 02:32:11 <RammsteinFan>	how are you online then?
Dec 27 02:32:29 <RammsteinFan>	laptop?
Dec 27 02:32:35 <LoverGuy>	yesss
Dec 27 02:32:42 <RammsteinFan>	ok
Dec 27 02:32:50 <RammsteinFan>	how much power you got left?
Dec 27 02:33:02 <LoverGuy>	30 pc
Dec 27 02:33:08 <RammsteinFan>	ah
Dec 27 02:33:16 <RammsteinFan>	did ya talk to sapp?
Dec 27 02:33:22 <LoverGuy>	nope
Dec 27 02:33:27 <LoverGuy>	she doesn't speak
Dec 27 02:33:35 <LoverGuy>	yesterday it was alright
Dec 27 02:33:40 <RammsteinFan>	i see
Dec 27 02:33:40 <LoverGuy>	but she fought in the end
Dec 27 02:33:46 <RammsteinFan>	oh no
Dec 27 02:33:49 <LoverGuy>	and today a new nick
Dec 27 02:34:04 <RammsteinFan>	what nick she had ytd?
Dec 27 02:34:18 <LoverGuy>	athena.. the one i had suggested
Dec 27 02:34:31 <RammsteinFan>	i see
Dec 27 02:34:58 <RammsteinFan>	did you ping her today?
Dec 27 02:35:16 <LoverGuy>	yes
Dec 27 02:35:18 <LoverGuy>	silent
Dec 27 02:39:52 <RammsteinFan>	hmm
Dec 27 02:50:22 <LoverGuy>	ok man...
Dec 27 02:50:32 <LoverGuy>	i might get dc any moment
Dec 27 02:50:33 <RammsteinFan>	leaving?
Dec 27 02:50:35 <RammsteinFan>	ah ok
Dec 27 02:50:46 <RammsteinFan>	is this power cut usual ?
Dec 27 02:50:50 <LoverGuy>	nope
Dec 27 02:50:57 <RammsteinFan>	ok
Dec 27 02:51:03 <LoverGuy>	it's not power cut.. now i got to know
Dec 27 02:51:07 <LoverGuy>	it's the ups
Dec 27 02:51:33 <RammsteinFan>	ah ok
Dec 27 02:51:37 <RammsteinFan>	so fix it then
Dec 27 02:51:47 <RammsteinFan>	battery might be old
Dec 27 02:55:19 *	LoverGuy has quit (Ping timeout: 121 seconds)
**** ENDING LOGGING AT Tue Dec 27 02:56:11 2016

**** BEGIN LOGGING AT Tue Dec 27 18:42:53 2016

[LoverGuy has address eternally@love.friendship.faith.trust.peace.bliss]
Dec 27 18:42:53 <LoverGuy>	hi :)
Dec 27 18:43:04 <RammsteinFan>	elo buddy :)
Dec 27 18:43:09 <LoverGuy>	lol
Dec 27 18:43:16 <RammsteinFan>	everything alright with your ups now?
Dec 27 18:43:22 <LoverGuy>	yes
Dec 27 18:43:29 <LoverGuy>	dunno what went wrong
Dec 27 18:43:29 <RammsteinFan>	good :)
Dec 27 18:43:47 <LoverGuy>	slept yesterday or was it like monday?
Dec 27 18:44:13 <RammsteinFan>	lol
Dec 27 18:44:15 <LoverGuy>	i mean, sunday
Dec 27 18:44:19 <RammsteinFan>	well take one day at a time
Dec 27 18:44:22 <RammsteinFan>	:)
Dec 27 18:44:28 <LoverGuy>	yeah
Dec 27 18:44:30 <LoverGuy>	:D
Dec 27 18:44:54 <RammsteinFan>	did you come back ytd?
Dec 27 18:45:00 <LoverGuy>	nope
Dec 27 18:45:09 <LoverGuy>	how long did she stay?
Dec 27 18:45:29 <LoverGuy>	any drama?
Dec 27 18:45:43 <RammsteinFan>	i left at 4
Dec 27 18:45:48 <LoverGuy>	ok
Dec 27 18:45:50 <RammsteinFan>	she was silent 
Dec 27 18:45:54 <LoverGuy>	ohh
Dec 27 18:45:59 <LoverGuy>	maybe chatting
Dec 27 18:46:01 <RammsteinFan>	playing occainaly
Dec 27 18:46:05 <LoverGuy>	hmm
Dec 27 18:46:09 <RammsteinFan>	maybe
Dec 27 18:46:10 <RammsteinFan>	ni
Dec 27 18:46:30 <LoverGuy>	let me see how long this impasse lasts
Dec 27 18:46:36 <LoverGuy>	:/
Dec 27 18:46:41 <RammsteinFan>	yeah :(
Dec 27 18:46:50 <RammsteinFan>	she will come around i think
Dec 27 18:47:00 <LoverGuy>	she might
Dec 27 18:47:02 <RammsteinFan>	she came back to the room right
Dec 27 18:47:08 <LoverGuy>	to irritate me
Dec 27 18:47:10 <LoverGuy>	:D
Dec 27 18:47:13 <RammsteinFan>	:)
Dec 27 18:47:17 <RammsteinFan>	hmm
Dec 27 18:47:45 <LoverGuy>	is az there?
Dec 27 18:47:52 <LoverGuy>	i went out coz he came
Dec 27 18:47:53 <RammsteinFan>	yes
Dec 27 18:48:01 <RammsteinFan>	why did you leave?
Dec 27 18:48:01 <LoverGuy>	hmm
Dec 27 18:48:05 <RammsteinFan>	he said someting to you?
Dec 27 18:48:28 <LoverGuy>	i told him to play fast yesterday so that she understands i am not her
Dec 27 18:48:30 <LoverGuy>	him
Dec 27 18:48:31 <LoverGuy>	*
Dec 27 18:48:44 <LoverGuy>	he just started arguing nonsense
Dec 27 18:48:45 <RammsteinFan>	and what did he say?
Dec 27 18:49:11 <RammsteinFan>	hmm
Dec 27 18:49:16 <RammsteinFan>	like what?
Dec 27 18:49:27 <LoverGuy>	and even yesterday she said i'm az!
Dec 27 18:50:05 <RammsteinFan>	i see
Dec 27 18:50:06 <LoverGuy>	"so you won't talk to me and dew?"
Dec 27 18:50:17 <RammsteinFan>	you arent talking to dew ?
Dec 27 18:50:21 <LoverGuy>	"what have i and dew done to you?"
Dec 27 18:50:28 <LoverGuy>	why wouldn't i?
Dec 27 18:50:39 <RammsteinFan>	idk
Dec 27 18:50:43 <LoverGuy>	he thinks if i don't talk to him, it's as good as not speaking to her
Dec 27 18:50:57 <RammsteinFan>	i think hes talked some shit about me to dew and dew is also not talking as usual to me
Dec 27 18:51:05 <LoverGuy>	oh no
Dec 27 18:51:08 <LoverGuy>	:(
Dec 27 18:51:13 <RammsteinFan>	yeah
Dec 27 18:51:21 <LoverGuy>	she might not speak to me too
Dec 27 18:51:26 <LoverGuy>	:(
Dec 27 18:51:28 <RammsteinFan>	this guy i want to punch him in the face
Dec 27 18:51:38 <LoverGuy>	i feel so too
Dec 27 18:51:53 <RammsteinFan>	yeah
Dec 27 18:52:11 <LoverGuy>	i told him not to speak to sap... he's already created enough rift btwn us
Dec 27 18:52:17 <RammsteinFan>	lol he thinks not talkin to him means not talking to her?
Dec 27 18:52:22 <RammsteinFan>	did dew say so?
Dec 27 18:52:28 <RammsteinFan>	talk to dew directly
Dec 27 18:52:31 <RammsteinFan>	better
Dec 27 18:52:31 <LoverGuy>	and he says, "then you should not speak to dew too"
Dec 27 18:52:35 <RammsteinFan>	lol
Dec 27 18:52:36 <LoverGuy>	i will
Dec 27 18:52:42 <RammsteinFan>	who the fuck is he to decide?
Dec 27 18:52:47 <LoverGuy>	lol
Dec 27 18:52:54 <RammsteinFan>	tell him to fuck off if he says such things
Dec 27 18:52:58 <LoverGuy>	i said i know dew since an year
Dec 27 18:52:59 <LoverGuy>	i did
Dec 27 18:53:06 <RammsteinFan>	he abused m family day befroe ytd
Dec 27 18:53:09 <RammsteinFan>	my*
Dec 27 18:53:21 <LoverGuy>	he said, we've been one since many lives
Dec 27 18:53:30 <LoverGuy>	yeah, you told me that
Dec 27 18:53:38 <RammsteinFan>	ok
Dec 27 18:53:55 <RammsteinFan>	i mean talk about me but talking aobut my family grrrrrr
Dec 27 18:54:14 <LoverGuy>	you should have given him back then and there
Dec 27 18:54:28 <RammsteinFan>	i did
Dec 27 18:54:34 <RammsteinFan>	but wasnt enough
Dec 27 18:54:48 <LoverGuy>	it's gonna explode one day..
Dec 27 18:54:58 <LoverGuy>	this guy is just trouble
Dec 27 18:55:00 <RammsteinFan>	yeah
Dec 27 18:55:14 <RammsteinFan>	everyone ignores him and yet he doesnt understand 
Dec 27 18:55:18 <RammsteinFan>	think he is like a god here
Dec 27 18:55:20 <LoverGuy>	he thinks he has to permit me to speak to dew
Dec 27 18:55:20 <RammsteinFan>	loooool
Dec 27 18:55:22 <LoverGuy>	yeah
Dec 27 18:55:24 <LoverGuy>	:D
Dec 27 18:55:25 <RammsteinFan>	lol
Dec 27 18:55:30 <RammsteinFan>	he has to permit you? 
Dec 27 18:55:37 <LoverGuy>	kat doesn't like him, neither does gypsy
Dec 27 18:55:38 <RammsteinFan>	what an idiot
Dec 27 18:55:43 <LoverGuy>	he believes so
Dec 27 18:55:44 <RammsteinFan>	yeah
Dec 27 18:56:25 <LoverGuy>	hoppy speaks with him in a bit of jolly way
Dec 27 18:56:34 <LoverGuy>	and deb
Dec 27 18:56:45 <RammsteinFan>	yeah
Dec 27 18:56:49 <RammsteinFan>	hoppy is way to nice
Dec 27 18:56:53 <RammsteinFan>	deb too
Dec 27 18:56:54 <LoverGuy>	yes
Dec 27 18:57:12 <LoverGuy>	i've been good to him coz of dew
Dec 27 18:57:20 <RammsteinFan>	you dont have to
Dec 27 18:57:33 <LoverGuy>	i'm of that nature...
Dec 27 18:57:35 <LoverGuy>	:(
Dec 27 18:57:35 <RammsteinFan>	you said he said some shit to sapp right?
Dec 27 18:57:38 <RammsteinFan>	i know buddy :)
Dec 27 18:57:40 <LoverGuy>	lots
Dec 27 18:58:09 <LoverGuy>	he's told her how he'd take care of dew from morn kiss to late night
Dec 27 18:58:10 <RammsteinFan>	well i gave him lots of chances even when he was an asshole to me
Dec 27 18:58:19 <RammsteinFan>	but now enough is enough
Dec 27 18:58:25 <LoverGuy>	yeah
Dec 27 18:58:29 <RammsteinFan>	lol
Dec 27 18:58:44 <LoverGuy>	and she says it's exactly what i spoke to her
Dec 27 18:58:53 <LoverGuy>	and she decided i'm az
Dec 27 18:58:55 <RammsteinFan>	she says? who?
Dec 27 18:59:00 <RammsteinFan>	ah nvm
Dec 27 18:59:01 <RammsteinFan>	i got it
Dec 27 18:59:02 <LoverGuy>	sap
Dec 27 18:59:05 <RammsteinFan>	yeah
Dec 27 18:59:24 <LoverGuy>	she even told dew, but dew dismissed
Dec 27 18:59:41 <LoverGuy>	she said, "you'll know who's who"
Dec 27 18:59:44 <LoverGuy>	to dew
Dec 27 19:00:07 <RammsteinFan>	sapp said to dew that you are az?
Dec 27 19:00:16 <LoverGuy>	yes.. indirectly :D
Dec 27 19:00:26 <RammsteinFan>	ah i see
