**** BEGIN LOGGING AT Thu Oct 20 01:47:39 2016

[DeWdRoPs has address Chat@0985EB.170366.909CF5.B50CCC]
Oct 20 01:47:39 <DeWdRoPs>	Veeeeeeeer.
Jan 19 18:53:40 <RammsteinFan>	cricket match
Jan 19 18:54:08 <DeWdRoPs>	Ah. Ha ha. I only know, Dhoni, Kohli, Yuvraj, the names that is.
Jan 19 18:54:14 <RammsteinFan>	sure 
Jan 19 18:54:20 <RammsteinFan>	i can understand :)
Jan 19 18:54:28 <RammsteinFan>	my sis doesnt eve nknow that lool
Jan 19 18:54:36 <DeWdRoPs>	And yes. Sachin Tendulkar. The master blaster.
Jan 19 18:54:44 <RammsteinFan>	yep my fav
Jan 19 18:54:49 <DeWdRoPs>	Ah. She doesn't like cricket ?
Jan 19 18:54:54 <RammsteinFan>	nope
Jan 19 18:54:58 <RammsteinFan>	not even a bit
Jan 19 18:55:04 <DeWdRoPs>	Ah. Then no wonder.
Jan 19 18:55:22 <RammsteinFan>	only person in our family who is doing something else when tehre is a cricket match
Jan 19 18:55:49 <DeWdRoPs>	And I am the only person who is glued to the tv set when India is playing. At times, Dad too. :P
Jan 19 18:56:09 <RammsteinFan>	i used to 
Jan 19 18:56:11 <RammsteinFan>	not anymore
Jan 19 18:56:22 <RammsteinFan>	when i am home i watch it
Jan 19 18:56:23 <DeWdRoPs>	I really have this connection with India, Veer. I really feel I belong there :)
Jan 19 18:56:32 <RammsteinFan>	:)
Jan 19 18:56:34 <RammsteinFan>	sure
Jan 19 18:56:48 <RammsteinFan>	so when are you coming ehre then? :)
Jan 19 18:57:03 <RammsteinFan>	milkshake party outside taj is till pending :)
Jan 19 18:57:08 <DeWdRoPs>	Hmmm. Sooon. Inshallah :)
Jan 19 18:57:16 <RammsteinFan>	sure :)
Jan 19 18:57:26 <DeWdRoPs>	It would be so great if I could meet you and LG.. Inshallah :)
Jan 19 18:57:33 <RammsteinFan>	ask your dad to take you here
Jan 19 18:57:40 <RammsteinFan>	yeah sure
Jan 19 18:57:56 <RammsteinFan>	great idea :)
Jan 19 18:58:02 <DeWdRoPs>	Yes. I hope I get to travel before my wedding. Inshallah :)
Jan 19 18:58:28 <RammsteinFan>	yes or come after the wedding
Jan 19 18:58:42 <RammsteinFan>	nouman would like it too i hope :)
Jan 19 18:58:44 <DeWdRoPs>	Yes. He was here for a visit last week, Veer.
Jan 19 18:58:48 <DeWdRoPs>	And we talked a lot.
Jan 19 18:58:55 <DeWdRoPs>	He did ask me about my fav places.
Jan 19 18:58:56 <RammsteinFan>	ah i see
Jan 19 18:59:00 <DeWdRoPs>	I said India tops the list.
Jan 19 18:59:03 <RammsteinFan>	good :)
Jan 19 18:59:05 <DeWdRoPs>	He never visited too.
Jan 19 18:59:10 <DeWdRoPs>	So yes, who knows :)
Jan 19 18:59:15 <RammsteinFan>	great :)
Jan 19 18:59:23 <DeWdRoPs>	Inshallah :)
Jan 19 18:59:33 <RammsteinFan>	tell him to take a month off and you both can tour india together :)
Jan 19 18:59:35 <DeWdRoPs>	He knows you all. And he knows that I am a trivia addict :P
Jan 19 18:59:46 <RammsteinFan>	lol
Jan 19 18:59:47 <RammsteinFan>	sure
Jan 19 18:59:51 <DeWdRoPs>	Yesssssss, Veer. I have to roam around the whole of India.
Jan 19 19:00:14 <DeWdRoPs>	I have some relatives, distant ones, in Himachal Pradesh. I am sure of it.
Jan 19 19:00:35 <RammsteinFan>	ah havent been there
Jan 19 19:00:40 <RammsteinFan>	no idea about HP
Jan 19 19:00:46 <RammsteinFan>	you can come to Goa
Jan 19 19:00:49 <RammsteinFan>	great beaches
Jan 19 19:00:55 <DeWdRoPs>	It's beautiful, Veer. I have seen pictures of HP>
Jan 19 19:00:58 <DeWdRoPs>	OH yes.
Jan 19 19:01:01 <DeWdRoPs>	Beaches. I know.
Jan 19 19:01:04 <RammsteinFan>	and sea food even though i know you are vegetarian
Jan 19 19:01:12 <DeWdRoPs>	All these places are on my list :)
Jan 19 19:01:14 <RammsteinFan>	yeah i have seen pics too :)
Jan 19 19:01:26 <DeWdRoPs>	But Nouman isn't. He is a pure non-veg :P
Jan 19 19:01:30 <RammsteinFan>	aha
Jan 19 19:01:35 <RammsteinFan>	then he will enjoy it
Jan 19 19:01:55 <DeWdRoPs>	Yes. He seemed to be interested too. Let's see :)
Jan 19 19:01:58 <RammsteinFan>	how old is he?
Jan 19 19:02:06 <DeWdRoPs>	He is 28
Jan 19 19:02:32 <RammsteinFan>	umm then you both can do some parasailing together :)
Jan 19 19:02:48 <RammsteinFan>	up in the air!!!!
Jan 19 19:03:12 <DeWdRoPs>	Ha ha. I am a little scared. I always wanted to try sky diving. But never could.
Jan 19 19:03:22 <RammsteinFan>	wow me too!
Jan 19 19:03:30 <RammsteinFan>	i wanted to try it in japan
Jan 19 19:03:37 <DeWdRoPs>	We have it here, Veer.
Jan 19 19:03:41 <RammsteinFan>	but never found another brave person to do it
Jan 19 19:03:50 <RammsteinFan>	yeah i wanted to do that when i came thre rtoo
Jan 19 19:03:55 <RammsteinFan>	didnt get timein dubai
Jan 19 19:03:59 <DeWdRoPs>	My brothers and cousins have done it.
Jan 19 19:04:05 <RammsteinFan>	maybe in my next life ahahha
Jan 19 19:04:20 <RammsteinFan>	sure they live there :)
Jan 19 19:04:20 <DeWdRoPs>	Not many female instructors. So Mom doesn't think it's a good thing for me. Lol
Jan 19 19:04:24 <RammsteinFan>	i want to do it from a plane
Jan 19 19:04:28 <RammsteinFan>	not from a building
Jan 19 19:04:34 <RammsteinFan>	lol
Jan 19 19:04:37 <RammsteinFan>	sure i can understand
Jan 19 19:04:37 <DeWdRoPs>	Yesss. That's what we have here.
Jan 19 19:04:43 <RammsteinFan>	i know :)
Jan 19 19:04:44 <DeWdRoPs>	Next time when you are sure :)
Jan 19 19:04:50 <RammsteinFan>	sure :)
Jan 19 19:04:56 <DeWdRoPs>	Inshallah :)
Jan 19 19:04:59 <RammsteinFan>	maybe in russia
Jan 19 19:05:05 <RammsteinFan>	was plannnig to go to russia this year
Jan 19 19:05:08 <RammsteinFan>	but prob wont
Jan 19 19:05:17 <RammsteinFan>	was thinking aus too
Jan 19 19:05:17 <DeWdRoPs>	Oh.. Why not ?
Jan 19 19:05:22 <RammsteinFan>	coz of dad
Jan 19 19:05:26 <DeWdRoPs>	Ah. Yes.
Jan 19 19:05:29 <RammsteinFan>	yeah
Jan 19 19:05:39 <RammsteinFan>	maybe when he is fully alright
Jan 19 19:05:43 <DeWdRoPs>	He is the priority. Rest of everything can wait.
Jan 19 19:05:51 <RammsteinFan>	yep
Jan 19 19:06:20 <DeWdRoPs>	I don't know how I will be away from Granny, Veer :(
Jan 19 19:06:30 <RammsteinFan>	dont think how long it will take for him to be fully alright
Jan 19 19:06:35 <RammsteinFan>	oh no :(
Jan 19 19:06:48 <RammsteinFan>	get her a cell phone of her own and you can talk everyday
Jan 19 19:06:50 <DeWdRoPs>	Inshallah. He will recover and be fully fine soon :)
Jan 19 19:06:57 <DeWdRoPs>	Yess. She is acting all cool now.
Jan 19 19:07:03 <DeWdRoPs>	But I know how she feels.
Jan 19 19:07:05 <RammsteinFan>	yep she has too
Jan 19 19:07:12 <RammsteinFan>	yes
Jan 19 19:07:22 <RammsteinFan>	will be in the back of her mind for sure
Jan 19 19:07:32 <DeWdRoPs>	I know. I will miss all :(
Jan 19 19:07:32 <RammsteinFan>	take her with you :)
Jan 19 19:07:40 <RammsteinFan>	sure 
Jan 19 19:07:46 <RammsteinFan>	you will be in uk right?
Jan 19 19:07:56 <DeWdRoPs>	Yesss. That is the plan as of now.
Jan 19 19:08:06 <RammsteinFan>	well long distance
Jan 19 19:08:07 <DeWdRoPs>	I wish to take her with me !
Jan 19 19:08:24 <RammsteinFan>	i was kiddind nazu...dont thik that will happen
Jan 19 19:08:35 <DeWdRoPs>	Hmmmm.
Jan 19 19:08:42 <DeWdRoPs>	I know and she can't travel too.
Jan 19 19:08:46 <RammsteinFan>	yes
Jan 19 19:08:50 <RammsteinFan>	you can though
Jan 19 19:08:54 <DeWdRoPs>	But yes. I have one more year. Why worry about all that now ?
Jan 19 19:08:57 <RammsteinFan>	will you work after marriage?
Jan 19 19:09:00 <DeWdRoPs>	Just be with her alwayssssssssssss :)
Jan 19 19:09:07 <DeWdRoPs>	I will. Inshallah.
Jan 19 19:09:08 <DeWdRoPs>	:)
Jan 19 19:09:16 <RammsteinFan>	yep enjoy your time when you can :)
Jan 19 19:09:23 <DeWdRoPs>	Yesssss :)
Jan 19 19:09:40 <RammsteinFan>	good :)
Jan 19 19:10:02 <DeWdRoPs>	Hugssss Veer :)
Jan 19 19:10:05 <DeWdRoPs>	I will leave now.
Jan 19 19:10:10 <DeWdRoPs>	Will be going out :)
Jan 19 19:10:42 <RammsteinFan>	ok im leving too
Jan 19 19:10:42 <DeWdRoPs>	Take care. Hugssssssssssssssss & Hugssssssssssss :)
Jan 19 19:10:47 <RammsteinFan>	take care and hugggsss :)
Jan 19 19:10:51 <RammsteinFan>	laters!
Jan 19 19:10:51 <DeWdRoPs>	Good Night. See you sooooooooooooon :)
Jan 19 19:10:57 <RammsteinFan>	sure :)
Jan 19 19:11:00 <RammsteinFan>	ciao!
**** ENDING LOGGING AT Thu Jan 19 19:11:03 2017

**** BEGIN LOGGING AT Sun Jan 22 10:26:16 2017

[DeWdRoPs has address LibraIRC@19B116.11B765.073BAF.2517E8]
Jan 22 10:26:16 <DeWdRoPs>	I am sorry.
Jan 22 10:26:19 <DeWdRoPs>	I am sorry.
Jan 22 10:26:21 <______Fan>	lol
Jan 22 10:26:21 <DeWdRoPs>	I am sorry.
Jan 22 10:26:22 <______Fan>	its fine
Jan 22 10:26:24 <DeWdRoPs>	I am sorry.
Jan 22 10:26:31 <______Fan>	dont worry
Jan 22 10:26:35 <DeWdRoPs>	I am really sorry.
Jan 22 10:26:48 <______Fan>	oh its fine nazu 
Jan 22 10:26:50 <______Fan>	:)
Jan 22 10:26:53 <______Fan>	dont worry about it :)
Jan 22 10:27:14 <______Fan>	anyway take care and have fun :)
Jan 22 10:27:14 <DeWdRoPs>	How could I be so stupid !!!!
Jan 22 10:27:19 <______Fan>	its fine
Jan 22 10:27:38 <DeWdRoPs>	This site is still new to me. I am sorry, Veer.
Jan 22 10:27:47 <DeWdRoPs>	Take care. Hugssssss :)
Jan 22 10:27:49 <______Fan>	thats ok :)
Jan 22 10:27:54 <______Fan>	i said dont worry about it :)
Jan 22 10:27:59 <______Fan>	hugss :)
Jan 22 10:28:07 <DeWdRoPs>	Okie :)
Jan 22 10:28:19 <______Fan>	:)
Jan 22 10:30:06 *	DeWdRoPs has quit (Quit: Reason filtered)
**** ENDING LOGGING AT Sun Jan 22 10:30:58 2017

**** BEGIN LOGGING AT Sat Feb 18 18:57:19 2017

[DeWdRoPs has address LibraIRC@A52C34.6AE625.77F6FC.1B4E72]
Feb 18 18:57:23 <RammsteinFan>	i got your email :)
Feb 18 18:57:33 <DeWdRoPs>	Ah :)
Feb 18 18:57:36 <DeWdRoPs>	Hugssssssss :)
Feb 18 18:57:39 <RammsteinFan>	hugsss :)
Feb 18 18:57:44 <RammsteinFan>	i was worried about LG
Feb 18 18:57:56 <RammsteinFan>	he hasnt been around so i just came in late ytd to see if he was here
Feb 18 18:58:12 <DeWdRoPs>	He was here yesterday.
Feb 18 18:58:16 <DeWdRoPs>	Not in this room.
Feb 18 18:58:26 <RammsteinFan>	ah ok
Feb 18 18:58:39 <DeWdRoPs>	He is still sad. It worries me too, Veer.
Feb 18 18:58:44 <RammsteinFan>	i saw him ytd and sent him a notice...he didnt respond
Feb 18 18:58:44 <DeWdRoPs>	But what can we do ??
Feb 18 18:58:52 <RammsteinFan>	i was a bit harsh with him the other day
Feb 18 18:59:05 <DeWdRoPs>	Oh. Hmmm
Feb 18 18:59:06 <RammsteinFan>	after that he just stopped coming into the room
Feb 18 18:59:19 <RammsteinFan>	and i talked to him after that again
Feb 18 18:59:25 <DeWdRoPs>	He isn't playing anywhere I guess !
Feb 18 18:59:32 <RammsteinFan>	he said he doenst want to give his depression to anyone so he doenst come in here
Feb 18 18:59:34 <RammsteinFan>	yes
Feb 18 19:00:00 <DeWdRoPs>	I know. But is there any need to be in that "state" ?
Feb 18 19:00:03 <RammsteinFan>	but yes what can we do
Feb 18 19:00:09 <RammsteinFan>	yes exctly
Feb 18 19:00:19 <RammsteinFan>	i told him many times to just forget about her
Feb 18 19:00:23 <RammsteinFan>	he is adamant
Feb 18 19:00:27 <DeWdRoPs>	He wouldn't, Veer.
Feb 18 19:00:32 <DeWdRoPs>	I have given up on that.
Feb 18 19:00:56 <RammsteinFan>	he messages me saing she isnt talking and when i tell to forget about her he says he cant
Feb 18 19:01:02 <DeWdRoPs>	Only he himself can save him from this situation.
Feb 18 19:01:04 <RammsteinFan>	so i lost my temper a bit
Feb 18 19:01:09 <RammsteinFan>	yes veyr true
Feb 18 19:01:13 <RammsteinFan>	you have given up on what?
Feb 18 19:01:26 <DeWdRoPs>	Asking him to take care of himself and get on with life.
Feb 18 19:01:34 <RammsteinFan>	yes
Feb 18 19:01:45 <RammsteinFan>	he can find someone else
Feb 18 19:01:52 <RammsteinFan>	ok anyhooo
Feb 18 19:01:58 <RammsteinFan>	how was the ceremony?
Feb 18 19:01:59 <DeWdRoPs>	Yes. We can never ever force someone to love us.
Feb 18 19:02:07 <RammsteinFan>	yep we cant 
Feb 18 19:02:11 <DeWdRoPs>	It went very well, Veer.
Feb 18 19:02:12 <RammsteinFan>	but he doesnt understand
Feb 18 19:02:14 <RammsteinFan>	good :)
Feb 18 19:02:23 <RammsteinFan>	im happy to hear it :)
Feb 18 19:02:26 <DeWdRoPs>	I was very tensed and nervous and I was having fever too.
Feb 18 19:02:33 <RammsteinFan>	awww
Feb 18 19:02:40 <RammsteinFan>	are you ok now/
Feb 18 19:02:41 <DeWdRoPs>	But it's good that we reached there a couple of days before the function.
Feb 18 19:02:43 <RammsteinFan>	?
Feb 18 19:02:56 <DeWdRoPs>	We got time to settle in and then it was all fine :)
Feb 18 19:03:04 <DeWdRoPs>	Yesss, Veer. I am back in track :D
Feb 18 19:03:08 <RammsteinFan>	good :)
Feb 18 19:03:14 <DeWdRoPs>	There is another function here on the 20th.
Feb 18 19:03:25 <RammsteinFan>	how long does the ceremony last?
Feb 18 19:03:30 <RammsteinFan>	ah good :)
Feb 18 19:03:30 <DeWdRoPs>	I am not worried about it too much. Because it is here, among our own people. Lol
Feb 18 19:03:36 <RammsteinFan>	done shopping for that? :)
Feb 18 19:03:48 <RammsteinFan>	its not like they were going to harm you in turkey lol
Feb 18 19:04:03 <DeWdRoPs>	There it started around 3:00 in the evening and went on till 2:00 am. All vampires like me. So no worries :P
Feb 18 19:04:04 <RammsteinFan>	did you get to eat any tukish delights? :)
Feb 18 19:04:08 <RammsteinFan>	lol ok
Feb 18 19:04:10 <DeWdRoPs>	Lol. Yes. But still :D
Feb 18 19:04:12 <RammsteinFan>	then its fine :)
Feb 18 19:04:29 <RammsteinFan>	tell em to keep the marriage at night too lol
Feb 18 19:04:35 <DeWdRoPs>	Shopping was all done earlier, Veeer. When my super mom is there, why have any fear? :)
Feb 18 19:04:41 <DeWdRoPs>	Yes. Here it is like that.
Feb 18 19:04:47 <DeWdRoPs>	Evening/night
Feb 18 19:04:51 <RammsteinFan>	wouldnt want the marriage to be a sleepwalking thing lol
Feb 18 19:04:57 <RammsteinFan>	lol @ super mom
Feb 18 19:05:05 <DeWdRoPs>	:)
Feb 18 19:05:13 <DeWdRoPs>	But here it's been always like that, Veer.
Feb 18 19:05:23 <RammsteinFan>	i know :)
Feb 18 19:05:27 <RammsteinFan>	are you happy?
Feb 18 19:05:30 <DeWdRoPs>	Marriages and engagements happen in the evening and goes on till late night.
Feb 18 19:05:35 <DeWdRoPs>	Yes, I am :) :) :)
Feb 18 19:05:40 <RammsteinFan>	you dont seem to be your usual self 
Feb 18 19:05:43 <RammsteinFan>	ah good :)
Feb 18 19:05:50 <DeWdRoPs>	What happened ?
Feb 18 19:05:56 <RammsteinFan>	no just felt like that
Feb 18 19:06:00 <RammsteinFan>	not many smiles
Feb 18 19:06:03 <DeWdRoPs>	No. I am the sameee :)
Feb 18 19:06:15 <RammsteinFan>	i thought you were still under the weather
Feb 18 19:06:17 <RammsteinFan>	good :)
Feb 18 19:06:18 <DeWdRoPs>	Hugssssssssss & Hugsssssssssss :)
Feb 18 19:06:21 <RammsteinFan>	hugss :)
Feb 18 19:06:27 <DeWdRoPs>	Oh yess.. It's been raining and raining hereee
Feb 18 19:06:32 <DeWdRoPs>	The weather is lovely :)
Feb 18 19:06:33 <RammsteinFan>	ah nooo
Feb 18 19:06:39 <RammsteinFan>	lol ok
Feb 18 19:06:44 <RammsteinFan>	if you are fine with rain then its fine
Feb 18 19:06:49 <DeWdRoPs>	I love love love rainnnnnnnnnnnnnnnnnnnnnnnn :)
Feb 18 19:06:51 <RammsteinFan>	im not a big fan of rain lol
Feb 18 19:06:54 <DeWdRoPs>	I know.
Feb 18 19:06:55 <RammsteinFan>	good :)
Feb 18 19:06:58 <DeWdRoPs>	But I am :D
Feb 18 19:07:04 <RammsteinFan>	yeah good :)
Feb 18 19:07:09 <DeWdRoPs>	How are you ?
Feb 18 19:07:12 <DeWdRoPs>	How is Dad ?
Feb 18 19:07:13 <RammsteinFan>	im fine dew
Feb 18 19:07:15 <DeWdRoPs>	How is Mom ?
Feb 18 19:07:19 <DeWdRoPs>	How is Granny ?
Feb 18 19:07:20 <RammsteinFan>	dad is fine too and mom and granny 
Feb 18 19:07:22 <DeWdRoPs>	How is sister ?
Feb 18 19:07:26 <RammsteinFan>	sis didnt get to come visit this time
Feb 18 19:07:37 <RammsteinFan>	she will come in april 
Feb 18 19:07:40 <DeWdRoPs>	Ah. So you will be going towards the end of this month ?
Feb 18 19:07:43 <DeWdRoPs>	Oh okie.
Feb 18 19:07:53 <DeWdRoPs>	I am glad to know that everyone is doing fine :)
Feb 18 19:07:53 <RammsteinFan>	didnt get much time as there were lots of errandto run
Feb 18 19:08:01 <RammsteinFan>	no maybe later
Feb 18 19:08:01 <DeWdRoPs>	I can understand.
Feb 18 19:08:07 <RammsteinFan>	no more check ups yaaay
Feb 18 19:08:12 <DeWdRoPs>	Yayyyyy :)
Feb 18 19:08:14 <RammsteinFan>	i had a bit of a fight with my boss
Feb 18 19:08:25 <DeWdRoPs>	O.o. All sorted out now ?
Feb 18 19:08:35 <RammsteinFan>	i havent taken any holidays for almost 4 years
Feb 18 19:08:38 <RammsteinFan>	yeah i guess
Feb 18 19:08:45 <DeWdRoPs>	OMG. 4 years ???
Feb 18 19:09:06 <RammsteinFan>	and i said i need to take some regularly fomr now on whenever there is a checkup 
Feb 18 19:09:08 <RammsteinFan>	yes
Feb 18 19:09:13 <RammsteinFan>	just one week in diwali
Feb 18 19:09:21 <DeWdRoPs>	Yes. You deserve it.
Feb 18 19:09:22 <RammsteinFan>	other than that no holidays
Feb 18 19:09:28 <RammsteinFan>	i know
Feb 18 19:09:38 <DeWdRoPs>	And now he agreed ?
Feb 18 19:09:39 <RammsteinFan>	he said it could affect my appraisal
Feb 18 19:09:50 <DeWdRoPs>	Ah.
Feb 18 19:10:04 <RammsteinFan>	i said i dont care. mom and dad need me there
Feb 18 19:10:08 <DeWdRoPs>	But we all are humans. We need break.
Feb 18 19:10:12 <DeWdRoPs>	Yes.
Feb 18 19:10:25 <RammsteinFan>	he was like bring them here and then you dont need to go again and again to homwtown
Feb 18 19:10:26 <DeWdRoPs>	It's during times like these that they need you the most.
Feb 18 19:10:33 <RammsteinFan>	i said its my business what and what not to do
Feb 18 19:10:35 <DeWdRoPs>	That should be our choice.
Feb 18 19:10:38 <RammsteinFan>	yep!
Feb 18 19:10:41 <DeWdRoPs>	Exactly.
Feb 18 19:10:54 <DeWdRoPs>	You have the right to take a break in between.
Feb 18 19:11:03 <RammsteinFan>	and i have holidays...upto me to decide when to take it and when no to
Feb 18 19:11:08 <RammsteinFan>	yes exactly
Feb 18 19:11:21 <DeWdRoPs>	Maybe he was having a bad day then ?
Feb 18 19:11:23 <RammsteinFan>	hes just finding an exucse to give me a bad rating in appraisal
Feb 18 19:11:35 <DeWdRoPs>	Not fair at all :-/
Feb 18 19:11:41 <RammsteinFan>	i dont think so...to have a bad day he has to work...all he does is drink coffee
Feb 18 19:11:52 <DeWdRoPs>	So finding reasons and excuses. Hmmm.
Feb 18 19:11:54 <RammsteinFan>	the lazy bum he is
Feb 18 19:12:00 <RammsteinFan>	yes
Feb 18 19:12:06 <RammsteinFan>	i told him i might quit anyway
Feb 18 19:12:16 <RammsteinFan>	moving to my hometown
Feb 18 19:12:23 <DeWdRoPs>	Maybe he is jealous. Because you work a lot and he doesn't !
Feb 18 19:12:26 <DeWdRoPs>	Ah. Then ?
Feb 18 19:12:27 <RammsteinFan>	he was like if you are goin to quit dont apply for holidays
Feb 18 19:12:34 <RammsteinFan>	lol
Feb 18 19:12:43 <RammsteinFan>	i dont think he is jealous coz of that
Feb 18 19:12:51 <DeWdRoPs>	Are you really going to quit, Veer ?
Feb 18 19:12:56 <RammsteinFan>	yes i am
Feb 18 19:13:00 <RammsteinFan>	i will get a job soon
Feb 18 19:13:00 <DeWdRoPs>	And will move back to hometown ?
Feb 18 19:13:13 <RammsteinFan>	and even if i dont i will prob get a masters degree
Feb 18 19:13:17 <DeWdRoPs>	I am proud of you :) Hugssssssss :)
Feb 18 19:13:22 <RammsteinFan>	and find a teaching job in my hometown 
Feb 18 19:13:26 <RammsteinFan>	hugggss :) thanks :)
Feb 18 19:13:35 <DeWdRoPs>	Good Luck with everything that you do. My prayers will always be with you :)
Feb 18 19:13:55 <RammsteinFan>	if i dont get a job soon i will prob quit in july
Feb 18 19:13:59 <RammsteinFan>	thanks a lot :)
Feb 18 19:14:02 <RammsteinFan>	means a lot to me :)
Feb 18 19:14:18 <DeWdRoPs>	But yes, whatever you do, wherever you go, no matter what, keep in touch, alright ?
Feb 18 19:14:19 <RammsteinFan>	i wish you a lot of happiness and great life ahead :)
Feb 18 19:14:26 <DeWdRoPs>	Will kill you if you don't !
Feb 18 19:14:26 <RammsteinFan>	ofcourse i will :)
Feb 18 19:14:29 <RammsteinFan>	lool
Feb 18 19:14:29 <DeWdRoPs>	:)
Feb 18 19:14:32 <RammsteinFan>	ok ok
Feb 18 19:14:36 <DeWdRoPs>	Thank youuuu dear Veer :)
Feb 18 19:14:37 <RammsteinFan>	im afraid to you now lol
Feb 18 19:14:44 <DeWdRoPs>	Lol. You should be.
Feb 18 19:14:46 <DeWdRoPs>	:P
Feb 18 19:14:48 <DeWdRoPs>	Bwahahahaha
Feb 18 19:14:52 <RammsteinFan>	i know you can kill people with watermelons loool
Feb 18 19:14:54 <RammsteinFan>	:P
Feb 18 19:15:19 <DeWdRoPs>	Ha ha. Yes. Not if watermelons, I can kill people for sure with my blabberings :P
Feb 18 19:15:31 <RammsteinFan>	loool
Feb 18 19:15:47 <RammsteinFan>	ah no those dont kill...those make me want to kill myself :P
Feb 18 19:15:53 <DeWdRoPs>	It's good to be back here. And talk to the dear ones :)
Feb 18 19:16:01 <RammsteinFan>	great :)
Feb 18 19:16:04 <RammsteinFan>	hows granny?
Feb 18 19:16:07 <RammsteinFan>	i forgot to ask
Feb 18 19:16:07 <DeWdRoPs>	Hmm. Ah okie. No wait, let me read that again...
Feb 18 19:16:10 <RammsteinFan>	lol
Feb 18 19:16:16 <RammsteinFan>	noooo dont read it again :)
Feb 18 19:16:21 <DeWdRoPs>	Lol Lol :P
Feb 18 19:16:23 *	RammsteinFan hides 
Feb 18 19:16:35 <DeWdRoPs>	Granny is doing fine O fine, Veer. Alhumdulilaah :)
Feb 18 19:16:41 <RammsteinFan>	good to hear that
Feb 18 19:16:45 <DeWdRoPs>	She was there with us. We took her.
Feb 18 19:16:48 <RammsteinFan>	was she
Feb 18 19:16:51 <RammsteinFan>	ah great :)
Feb 18 19:16:52 <DeWdRoPs>	I wanted her to be with me.
Feb 18 19:16:56 <DeWdRoPs>	Priya was there too :)
Feb 18 19:17:04 <RammsteinFan>	yeah i know...just wasnt sure if she would be able to attend
Feb 18 19:17:08 <RammsteinFan>	ah 
Feb 18 19:17:09 <RammsteinFan>	nice 
Feb 18 19:17:15 <DeWdRoPs>	It was an important day for me. I wanted all of them to be there :)
Feb 18 19:17:18 <RammsteinFan>	indian touch to the engagement
Feb 18 19:17:23 <RammsteinFan>	ofcourse :)
Feb 18 19:17:28 <DeWdRoPs>	Yes, Veeeer. I was praying and praying that she should be there :)
Feb 18 19:17:42 <RammsteinFan>	:) so its good she was able to attend
Feb 18 19:17:57 <DeWdRoPs>	It was a big one. Some moroccan and turkish actors and dancers were there.
Feb 18 19:18:00 <DeWdRoPs>	And yes...
Feb 18 19:18:04 <DeWdRoPs>	A pakistani singer too..
Feb 18 19:18:06 <RammsteinFan>	wow
Feb 18 19:18:07 <DeWdRoPs>	A sufi singer
Feb 18 19:18:13 <DeWdRoPs>	I don't know his name.
Feb 18 19:18:14 <RammsteinFan>	all of em performed?
Feb 18 19:18:28 <DeWdRoPs>	Yes. And we danced too :P
Feb 18 19:18:32 <RammsteinFan>	ahaa!
Feb 18 19:18:33 <RammsteinFan>	great
Feb 18 19:18:37 <RammsteinFan>	what kind of dance?
Feb 18 19:19:04 <DeWdRoPs>	It's a tradition. We will be taught to do it. The bride to be, the groom to be and their families.
Feb 18 19:19:13 <RammsteinFan>	ah i see
Feb 18 19:19:17 <RammsteinFan>	turkish tradition?
Feb 18 19:19:24 <DeWdRoPs>	We have it too.
Feb 18 19:19:28 <RammsteinFan>	i see
Feb 18 19:19:35 <DeWdRoPs>	It depends on the families though.
Feb 18 19:19:39 <RammsteinFan>	whats the name of the dance...maybe i can find it on youtube?
Feb 18 19:19:55 <RammsteinFan>	ok so your mom was ok with it i guess :)
Feb 18 19:20:08 <DeWdRoPs>	I only know it as the traditional wedding/engagement dance.
Feb 18 19:20:14 <DeWdRoPs>	Yes
Feb 18 19:20:16 <DeWdRoPs>	She was.
Feb 18 19:20:17 <RammsteinFan>	alright nvm
Feb 18 19:20:21 <DeWdRoPs>	No hugging. Lol
Feb 18 19:20:26 <RammsteinFan>	lol
Feb 18 19:20:27 <RammsteinFan>	ok
Feb 18 19:20:30 <RammsteinFan>	for sure
Feb 18 19:20:36 <RammsteinFan>	would be interesting to see 
Feb 18 19:20:45 <DeWdRoPs>	But she is very happyyyyy, Veer.
Feb 18 19:20:46 <RammsteinFan>	im always interested in such things
Feb 18 19:20:49 <RammsteinFan>	ofcourse she is
Feb 18 19:20:53 <DeWdRoPs>	She hugged me and kissed me :)
Feb 18 19:21:01 <RammsteinFan>	her only daughter getting married :)
Feb 18 19:21:04 <RammsteinFan>	oh wow!
Feb 18 19:21:08 <DeWdRoPs>	And I am happy to see her happy like this.
Feb 18 19:21:09 <RammsteinFan>	thats nice
Feb 18 19:21:25 <RammsteinFan>	:)
Feb 18 19:21:27 <DeWdRoPs>	:) Mashallah :)
Feb 18 19:21:44 <RammsteinFan>	so two more days for the other ceremony?
Feb 18 19:21:50 <RammsteinFan>	planning to dance there too?
Feb 18 19:22:00 <DeWdRoPs>	Yes. One more day. On the 20th.
Feb 18 19:22:05 <DeWdRoPs>	No clue at all, Veer.
Feb 18 19:22:11 <RammsteinFan>	ah ok :)
Feb 18 19:22:12 <DeWdRoPs>	When we are the centre of it..
Feb 18 19:22:18 <DeWdRoPs>	Whatever we do becomes robotic.
Feb 18 19:22:25 <RammsteinFan>	hmm yes
Feb 18 19:22:27 <DeWdRoPs>	We will be told to do anything and everything..
Feb 18 19:22:33 <DeWdRoPs>	We just have to do as they say.
Feb 18 19:22:42 <RammsteinFan>	are you ok?
